Item	Page_Lines	Para	Text
190	14.55 - 14.55	(§5.) ARTICLE 8-B § 229.5.(d)	in the past three years: 
191	14.56 - 14.56	(§5.) ARTICLE 8-B § 229.5.(d)(i)	has not been debarred by any government agency; 
192	15.1 - 15.1	(§5.) ARTICLE 8-B § 229.5.(d)(ii)	has not defaulted on any project; 
193	15.2 - 15.3	(§5.) ARTICLE 8-B § 229.5.(d)(iii)	has not had any license, certification or other credential relating to the business revoked or suspended; 
194	15.4 - 15.10	(§5.) ARTICLE 8-B § 229.5.(d)(iv)	has not been found in violation of any law applicable to its business that resulted in the payment of a fine, back pay damages, or any other type of penalty in the amount of ten thousand dollars or more; will pay craft personnel employed on the project, at a minimum, the applicable wage and fringe benefit rates for the classification in which the worker is employed in accordance with applicable required rates for the project; and 
195	15.11 - 15.12	(§5.) ARTICLE 8-B § 229.5.(e)	will not misclassify craft labor employees as independent contractors. 
196	15.13 - 15.14	(§5.) ARTICLE 8-B § 229.6.	Contractor responsibility certifications executed in accordance with this article: 
197	15.15 - 15.17	(§5.) ARTICLE 8-B § 229.6.(a)	shall be submitted to the authority and the department at least thirty days prior to commencement of construction of a state-assisted project; and 
198	15.18 - 15.20	(§5.) ARTICLE 8-B § 229.6.(b)	shall constitute public documents which shall be made available without redaction on a publicly available website within seven days of being submitted to the authority and the department. 
199	15.21 - 15.25	(§5.) ARTICLE 8-B § 229.7.	Fraudulent certifications. A responsible contractor certification containing false, misleading, or inaccurate information shall, after notice and opportunity to be heard, subject the firm to a three-year debarment from future public and publicly assisted projects and other applicable penalties and sanctions. 
200	15.26 - 15.32	(§5.) ARTICLE 8-B § 229.8.	Penalties and sanctions. The failure of a party receiving assistance under the Act to ensure compliance with the requirements of this article shall constitute a material breach of the agreement under which assistance is provided and shall permit the state to impose applicable penalties and sanctions for conduct constituting non-compliance, including but not limited to revocation of part or all of the assistance provided by the state. 
201	15.33 - 15.41	(§5.) ARTICLE 8-B § 229.9.	Prevailing wage rates. Contractors and subcontractors on assisted projects shall pay construction craft employees on the project, at a minimum, the applicable prevailing wage and fringe benefit rates for the appropriate classification in which the worker is employed. Firms engaged in the construction of an assisted project shall be subject to all reporting, and compliance requirements of article eight of this chapter. Violations of prevailing wage requirements on assisted projects shall be subject to penalties and sanctions applicable to public works projects. 
202	15.42 - 15.44	(§5.) ARTICLE 8-B § 229.10.	Prevailing wage exception. Prevailing wage requirements under the Act shall not apply to assisted projects covered by project labor agreements. 
203	15.45 - 15.52	(§5.) ARTICLE 8-B § 229-a.1.	Best value requirements for the solicitation, evaluation and award of renewable energy projects, energy efficiency projects, other construction projects undertaken with support from the authority or receiving state assistance. 1. Purpose. The purpose of this section is to establish best value requirements for the solicitation, evaluation and award of renewable energy projects, energy efficiency projects, and other construction projects undertaken with support from the authority, or assisted by the state, including those assisted by the Act. 
204	15.53 - 15.54	(§5.) ARTICLE 8-B § 229-a.2.	Definitions. For purposes of this section, the following terms shall be defined as follows: 
205	16.1 - 16.3	(§5.) ARTICLE 8-B § 229-a.2.(a)	"""agency"" means the New York state energy research and development authority or any other state department or agency that provides assistance to covered projects. "
206	16.4 - 16.6	(§5.) ARTICLE 8-B § 229-a.2.(b)	"""best value"" shall be given the meaning specified in paragraph j of subdivision one of section one hundred sixty-three of the state finance law. "
207	16.7 - 16.8	(§5.) ARTICLE 8-B § 229-a.2.(c)	"""contracting team"" means the lead contractor and project subcontractors. "
208	16.9 - 16.12	(§5.) ARTICLE 8-B § 229-a.2.(d)	"""covered projects"" means projects designed to provide renewable energy, as defined in paragraph (b) of subdivision one of section sixty-six-p of the public service law, which are eligible to receive energy credits or other forms of assistance from the state. "
209	16.13 - 16.17	(§5.) ARTICLE 8-B § 229-a.2.(e)	"""offeror"" means the project owner, developer or other entity which seeks to propose a renewable energy project, energy efficiency project, other construction project undertaken with support from the authority, or receiving state assistance and obtain renewable energy credit or other assistance from the state. "
210	16.18 - 16.20	(§5.) ARTICLE 8-B § 229-a.2.(f)	"""lead contractor"" means the general contractor, construction manager or other prime contractor which is contracted by the offeror to build a covered project. "
211	16.21 - 16.22	(§5.) ARTICLE 8-B § 229-a.2.(g)	"""project team"" means the lead contractors and all subcontractors proposed for the project. "
212	16.23 - 16.25	(§5.) ARTICLE 8-B § 229-a.3.	Solicitation requirements for covered projects. Solicitations used to provide state assistance to covered projects shall utilize the following procedures: 
213	16.26 - 16.27	(§5.) ARTICLE 8-B § 229-a.3.(a)	solicitations shall be designed to ensure best value results for the state by: 
214	16.28 - 16.29	(§5.) ARTICLE 8-B § 229-a.3.(a)(i)	permitting project proposals for any type of viable renewable energy source; and 
215	16.30 - 16.31	(§5.) ARTICLE 8-B § 229-a.3.(a)(ii)	promoting maximum competition among qualified offerors presenting proposals. 
216	16.32 - 16.35	(§5.) ARTICLE 8-B § 229-a.3.(b)	solicitations shall be administered through a public request for proposals process that provides adequate notice, instructions for submitting proposals and other relevant information as determined by the agency. 
217	16.36 - 16.37	(§5.) ARTICLE 8-B § 229-a.3.(c)	requests for proposals shall require sealed proposals from an offeror, which include: 
218	16.38 - 16.39	(§5.) ARTICLE 8-B § 229-a.3.(c)(i)	proposed project, including type, viability and projected amount of energy, project plan and schedule. 
219	16.40 - 16.41	(§5.) ARTICLE 8-B § 229-a.3.(c)(ii)	the qualifications, resources and capabilities of the offeror and, the project team to be used on the project. 
220	16.42 - 16.44	(§5.) ARTICLE 8-B § 229-a.3.(d)	the agency shall approve the project that provides the best value, considering the viability and benefits of the proposed project and qualifications of the offeror and project team. 
221	16.45 - 16.47	(§5.) ARTICLE 8-B § 229-a.4.	Request for proposals process. Requests for proposals shall be administered in compliance with this section and additional instructions set forth in the solicitation and notice of requests for proposals: 
222	16.48 - 16.51	(§5.) ARTICLE 8-B § 229-a.4.(a)	the agency shall evaluate proposals on the basis of a maximum point scale. The proposal that attains the high score shall be selected for award. Proposals shall be scored only on the basis of the evaluation factors set forth in the request for proposals. 
223	16.52 - 16.54	(§5.) ARTICLE 8-B § 229-a.4.(b)	request for proposals shall include only factors listed in this section and any additional factors or subfactors the agency deems necessary for achieving best value results for the state. 
224	17.1 - 17.3	(§5.) ARTICLE 8-B § 229-a.4.(c)	in determining which proposal offers the best value to the state, the agency shall evaluate the following factors in accordance with the following criteria: 
225	17.4 - 17.4	(§5.) ARTICLE 8-B § 229-a.4.(c)(i)	proposed project; 
226	17.5 - 17.5	(§5.) ARTICLE 8-B § 229-a.4.(c)(ii)	offeror qualifications; 
227	17.6 - 17.6	(§5.) ARTICLE 8-B § 229-a.4.(c)(iii)	project team qualifications; 
228	17.7 - 17.7	(§5.) ARTICLE 8-B § 229-a.4.(c)(iv)	economically disadvantaged impact. 
229	17.8 - 17.10	(§5.) ARTICLE 8-B § 229-a.5.	Project selection. The offeror that complies with the specifications and requirements of the request for proposals and receives the highest maximum score shall be selected by the agency for project award. 
230	17.11 - 17.13	(§5.) ARTICLE 8-B § 229-a.6.	Evaluation of proposed project. In evaluating competitive proposals, the agency shall evaluate the proposed project on the following factors: 
231	17.14 - 17.14	(§5.) ARTICLE 8-B § 229-a.6.(a)	projected amount of energy to be generated; 
232	17.15 - 17.15	(§5.) ARTICLE 8-B § 229-a.6.(b)	viability of the proposed energy source; 
233	17.16 - 17.16	(§5.) ARTICLE 8-B § 229-a.6.(c)	feasibility of the project plan and schedule; 
234	17.17 - 17.17	(§5.) ARTICLE 8-B § 229-a.6.(d)	qualifications of the project team. 
235	17.18 - 17.22	(§5.) ARTICLE 8-B § 229-a.7.	Evaluation of offeror's qualifications. The offeror's qualifications shall be determined by an evaluation of its past performance record, expertise and technical qualifications and present performance capabilities, including financial resources and experience of the offeror's senior management and project team management. 
236	17.23 - 17.25	(§5.) ARTICLE 8-B § 229-a.8.	Evaluation of project team qualifications. The qualifications of the lead contractor and subcontractors shall be determined by an evaluation of the following subfactors: 
237	17.26 - 17.29	(§5.) ARTICLE 8-B § 229-a.8.(a)	past performance record: 30 points. Evaluation of this subfactor requires a review of past projects, including budget, schedule and safety data, performance evaluation reports, quality of workmanship and compliance with project specifications. 
238	17.30 - 17.33	(§5.) ARTICLE 8-B § 229-a.8.(b)	expertise and technical qualifications: 10 points. Evaluation of this subfactor requires examination of the general and specific experience in relevant market sectors and in projects similar to the proposed project. 
239	17.34 - 17.35	(§5.) ARTICLE 8-B § 229-a.8.(c)	performance capabilities of management: 10 points. Evaluation of this subfactor requires examination of: 
240	17.36 - 17.36	(§5.) ARTICLE 8-B § 229-a.8.(c)(i)	resources, including equipment and financial resources; 
241	17.37 - 17.38	(§5.) ARTICLE 8-B § 229-a.8.(c)(ii)	experience of the senior management and project management of the lead contractor and subcontractors; and 
242	17.39 - 17.40	(§5.) ARTICLE 8-B § 229-a.8.(d)	performance capabilities of craft labor: 40 points. Evaluation of craft labor personnel shall consider the use of: 
243	17.41 - 17.43	(§5.) ARTICLE 8-B § 229-a.8.(d)(i)	project labor agreements as a reliable source for ensuring an adequate supply of skilled craft labor in all trades needed for the proposed project; 
244	17.44 - 17.46	(§5.) ARTICLE 8-B § 229-a.8.(d)(ii)	participation in registered apprenticeship programs that have a track record of graduating apprentices for at least three years and journeyperson; 
245	17.47 - 17.48	(§5.) ARTICLE 8-B § 229-a.8.(d)(iii)	training programs used to provide training for up-grading skills or training for specialized skills; and 
246	17.49 - 17.50	(§5.) ARTICLE 8-B § 229-a.8.(d)(iv)	training programs that provide safety training and certification, including, but not limited to OSHA 10 hour and 30 hour programs. 
247	17.51 - 17.55	(§5.) ARTICLE 8-B § 229-a.9.	Prelisting of subcontractors. The lead contractor shall provide a list in its proposals that identifies the names of all subcontractors, regardless of tier, it proposes to use for the project and the scope of work and approximate percentage of the total project of each subcontractor listed. 
248	18.1 - 18.5	(§5.) ARTICLE 8-B § 229-a.10.	Prequalification process. Requests for proposals may be preceded by a prequalification stage to require interested offerors to demonstrate that they have adequate minimum qualifications and sufficiently viable project proposals to qualify to compete in a request for proposals process. 
249	18.6 - 18.9	(§5.) ARTICLE 8-B § 229-a.11.	Evaluation of economically disadvantaged impact. Evaluation of this factor shall include an assessment of the degree to which the project promotes opportunities to small, minority-owned businesses and workers in economically disadvantaged communities. 
250	18.10 - 18.13	(§5.) ARTICLE 8-B § 229-a.12.	Project evaluation team. Proposals submitted in response to request for proposals under this section shall be evaluated by a technical evaluation team that consists of no fewer than three persons qualified to conduct such evaluations. 
251	18.14 - 18.18	(§5.) ARTICLE 8-B § 229-a.13.	Audits of evaluation process. Proposal evaluations pursuant to this section shall be subject to periodic audits, including random, unannounced audits by qualified personnel appointed by the agency to ensure the evaluation process is conducted in accordance with this section and the requests for proposals. 
252	18.19 - 18.22	(§5.) ARTICLE 8-B § 229-a.14.	Project performance evaluations. Project evaluation reports shall be prepared upon completion for projects that receive state assistance. Project evaluation reports shall include information determined relevant by the agency but shall at a minimum include the following: 
253	18.23 - 18.24	(§5.) ARTICLE 8-B § 229-a.14.(a)	the amount of energy projected in the project proposal and the actual amount of energy the facility is capable of producing; 
254	18.25 - 18.26	(§5.) ARTICLE 8-B § 229-a.14.(b)	the proposed project completion date and the actual completion date; and 
255	18.27 - 18.27	(§5.) ARTICLE 8-B § 229-a.14.(c)	additional information as determined by the agency. 
256	18.28 - 18.28	(§5.) ARTICLE 8-B § 229-b.	Best value requirements for all work other than construction. 
257	18.29 - 18.37	(§5.) ARTICLE 8-B § 229-b.1.	Purpose. This section establishes best value requirements for the solicitation, evaluation and award of renewable energy and other projects assisted by the state, including those assisted by the Act. All investments under this section shall utilize the following best value framework to evaluate bids for projects developed with these funds. The best value framework shall provide specially-defined best value contracting and labor provisions as options for any bidder responding to requests for proposals for renewable energy projects. Bids that include responsive provisions can receive added credit to their bid scores. 
258	18.38 - 18.39	(§5.) ARTICLE 8-B § 229-b.2.	Definitions. For purposes of this section, the following terms shall be defined as follows: 
259	18.40 - 18.43	(§5.) ARTICLE 8-B § 229-b.2.(a)	"""awarding authority"" shall mean the governmental unit empowered to request bids and enter into contracts for renewable energy projects, energy efficiency, and other projects other then the construction aspect of the project funded by this statute. "
260	18.44 - 18.49	(§5.) ARTICLE 8-B § 229-b.2.(b)	"""best-value framework"" shall mean contracts and subcontracts on projects funded by the Act shall use a best-value framework to consider the quality, cost and efficiency of offers when evaluating procurement contract proposals. Such framework shall reflect, whenever possible, objective and quantifiable analysis and identify a quantitative factor for offerors. "
261	18.50 - 18.52	(§5.) ARTICLE 8-B § 229-b.2.(c)	"""contract"" shall mean a direct agreement between a vendor and the awarding authority for projects funded by the Act valued at five million dollars and over. "
262	18.53 - 18.55	(§5.) ARTICLE 8-B § 229-b.2.(d)	"""vendor"" shall mean a business entity entering into a contract with the awarding authority for projects, including manufacturing projects, funded by the Act. "
263	19.1 - 19.3	(§5.) ARTICLE 8-B § 229-b.2.(e)	"""subcontract"" shall mean an agreement between a vendor and subvendor to provide manufactured materials or perform additional work under the vendor. "
264	19.4 - 19.6	(§5.) ARTICLE 8-B § 229-b.2.(f)	"""subvendor"" shall mean a business entity entering into a subcontract with the vendor to provide manufactured materials for completion of a contract or perform additional work under the vendor. "
265	19.7 - 19.16	(§5.) ARTICLE 8-B § 229-b.2.(g)	"""U.S. employment plan"" (USEP) shall mean the plan which an entity submitting proposals to awarding authorities for renewable energy projects, energy efficiency, other projects other than the construction aspect of the project include in their proposal to receive extra credit and/or points as defined by the applicable awarding authority. If a proposer chooses to submit a U.S. employment plan to win extra credit, the proposal shall include a worksheet with: proposed wages, benefits, retraining and training, including a workforce training plan, completed by the proposer and the potential subvendors, and a narrative description of the proposers' plan to: "
266	19.17 - 19.18	(§5.) ARTICLE 8-B § 229-b.2.(g)(i)	recruit and hire individuals from zip codes with high rates of poverty unemployment, and chronic unemployment; 
267	19.19 - 19.24	(§5.) ARTICLE 8-B § 229-b.2.(g)(ii)	give priority in any hiring of employees not currently or previously employed by the proposer and the suppliers of manufactured materials for the project to individuals with barriers to employment including people who have been incarcerated, people with disabilities, and people who have been traditionally underrepresented in manufacturing or construction employment, like women and minorities; and 
268	19.25 - 19.26	(§5.) ARTICLE 8-B § 229-b.2.(g)(iii)	"recruit from ""disadvantaged workers"" and ""disadvantaged communities"" as defined by the Act and not detailed in this section. "
269	19.27 - 19.35	(§5.) ARTICLE 8-B § 229-b.2.(h)	"""local employment plan"" shall mean the plan which an entity submitting proposals to awarding authorities for renewable energy projects, energy efficiency, other projects other than the construction aspect of the project include in their proposal to receive extra credit and/or points as defined by the applicable awarding authority. The local employment plan will apply to work that is not financed with federal money. A proposer is required to submit a local employment plan to win extra credit. The proposer shall include the same items in the U.S. employment plan as well as a plan: "
270	19.36 - 19.36	(§5.) ARTICLE 8-B § 229-b.2.(i)	to retain and create high-skilled local jobs; and 
271	19.37 - 19.39	(§5.) ARTICLE 8-B § 229-b.2.(i)(ii)	to develop family-sustaining career pathways into the sector for disadvantaged workers and disadvantaged communities in a specified local area. 
272	19.40 - 19.42	(§5.) ARTICLE 8-B § 229-b.2.(i)(i)	"""workforce training plan"" means a plan to create permanent, transferable skills for all new hires and retained employees under a contract proposal, which may: "
273	19.43 - 19.47	(§5.) ARTICLE 8-B § 229-b.2.(i)(i)	take advantage of publicly funded workforce development programs, an apprenticeship program registered with the department or a federally recognized state apprenticeship agency and that complies with the requirements under Parts 29 and 30 of title 29, code of federal regulations; and 
274	19.48 - 19.50	(§5.) ARTICLE 8-B § 229-b.2.(i)(ii)	include pre-apprenticeship commitments to provide training that helps participants in apprenticeship programs prepare for and successfully complete their training. 
275	19.51 - 19.52	(§5.) ARTICLE 8-B § 229-b.3.	Application process. This section shall apply to all contracts as defined in this section. 
276	19.53 - 19.54	(§5.) ARTICLE 8-B § 229-b.3.(a)	in awarding contracts under this section, awarding authorities shall utilize the best-value framework for contracts. 
277	19.55 - 20.2	(§5.) ARTICLE 8-B § 229-b.3.(b)	awarding authorities shall develop a system for awarding extra points and/or credit for those proposers that create and submit a local employment plan or U.S. employment plan (depending on source of funding). 
278	20.3 - 20.10	(§5.) ARTICLE 8-B § 229-b.3.(c)	final contracts with a local employment plan and/or U.S. employment plan that are awarded under this section shall require vendors to submit quarterly reports within the first year of award and annual reports for subsequent years demonstrating vendor and subvendor compliance with their local employment plan and/or U.S. employment plan. These quarterly and annual reports shall be certified under penalty of perjury and must be submitted in order to receive milestone payments under the contract. 
279	20.11 - 20.16	(§5.) ARTICLE 8-B § 229-b.3.(d)	requests for proposals under this section shall specify that terms and conditions of employment and compliance reports under the local employment plan and/or U.S. employment plan are not exempt from disclosure under the freedom of information law. Quarterly and subsequent annual reports related to contract fulfillment will be shared online on the awarding authority's web site. 
280	20.17 - 20.20	(§5.) ARTICLE 8-B § 229-b.3.(e)	the awarding authority shall enact regulations creating forms for completion of the local employment plan and/or U.S. employment plan that the awarding authority will include with requests for proposals for contracts. 
281	20.21 - 20.22	§ 6.	Section 231 of the labor law is amended by adding a new subdivision 8 to read as follows: 
282	20.23 - 20.34	§ 6.8.	Building service employees employed in any building or facility that has received grants or tax abatements or exemptions or other assistance with a total present financial value of one million dollars or more for the increase of energy efficiency, building electrification upgrades, the development of renewable energies, or climate change resiliency shall be paid not less than the prevailing wage. Employers engaged in the provision of building service work shall be subject to all the reporting and compliance requirements of this article, including the right to maintain an action for the difference between the prevailing wages and the wages actually received. The prevailing wage requirement shall apply for the duration of the assistance or ten years after the project opens, whichever is longer. 
283	20.35 - 20.36	§ 7.	Article 8 of the public authorities law is amended by adding a new title 9-C to read as follows: 
284	20.37 - 20.38	(§7.) TITLE 9-C	CLIMATE CHANGE JUST TRANSITION 
285	20.39 - 20.40	(§7.) SUBTITLE I	GENERAL PROVISIONS 
286	20.41 - 20.41	(§7.) SUBTITLE I § 1910.	Definitions. 
287	20.42 - 20.42	(§7.) SUBTITLE I § 1911.	Coordination of programs. 
288	20.43 - 20.43	(§7.) SUBTITLE I § 1912.	Transparency and accountability. 
289	20.44 - 20.44	(§7.) SUBTITLE I § 1913.	Report on community ownership. 
290	20.45 - 20.46	(§7.) SUBTITLE II	COMMUNITY JUST TRANSITION 
291	20.47 - 20.47	(§7.) SUBTITLE II § 1914.	Definitions. 
292	20.48 - 20.48	(§7.) SUBTITLE II § 1915.	Office of community just transition. 
293	20.49 - 20.49	(§7.) SUBTITLE II § 1916.	Establishment of community just transition program. 
294	20.50 - 20.50	(§7.) SUBTITLE II § 1917.	Administration by the authority. 
295	20.51 - 20.51	(§7.) SUBTITLE II § 1918.	Allocation of funds. 
296	20.52 - 20.52	(§7.) SUBTITLE II § 1919.	Selection process. 
297	20.53 - 20.53	(§7.) SUBTITLE II § 1920.	Identification of disadvantaged community needs. 
298	20.54 - 20.54	(§7.) SUBTITLE II § 1921.	Community decision-making and accountability mechanisms. 
299	21.1 - 21.2	(§7.) SUBTITLE II § 1922.	Criteria for implementing community accountability mechanisms. 
300	21.3 - 21.3	(§7.) SUBTITLE II § 1923.	Consultation with the working group. 
301	21.4 - 21.5	(§7.) SUBTITLE III	CLIMATE JOBS AND INFRASTRUCTURE 
302	21.6 - 21.6	(§7.) SUBTITLE III § 1924.	Definitions. 
303	21.7 - 21.7	(§7.) SUBTITLE III § 1925.	Establishment of climate jobs and infrastructure program. 
304	21.8 - 21.8	(§7.) SUBTITLE III § 1926.	Administration by the authority. 
305	21.9 - 21.9	(§7.) SUBTITLE III § 1927.	Allocation of funds. 
306	21.10 - 21.10	(§7.) SUBTITLE III § 1928.	Funding instruments. 
307	21.11 - 21.11	(§7.) SUBTITLE III § 1929.	Selection process and criteria. 
308	21.12 - 21.12	(§7.) SUBTITLE III § 1930.	Consultation with the advisory council. 
309	21.13 - 21.13	(§7.) SUBTITLE III § 1931.	Comprehensive approach to existing structures. 
310	21.14 - 21.15	(§7.) SUBTITLE III § 1932.	Advisory council of the climate jobs and infrastructure program. 
311	21.16 - 21.17	(§7.) SUBTITLE IV	JUST TRANSITION FOR IMPACTED WORKERS AND COMMUNITY ASSURANCE 
312	21.18 - 21.18	(§7.) SUBTITLE IV § 1933.	Definitions. 
313	21.19 - 21.19	(§7.) SUBTITLE IV § 1934.	Establishment of worker and community assurance board. 
314	21.20 - 21.20	(§7.) SUBTITLE IV § 1935.	Establishment of worker assurance program. 
315	21.21 - 21.21	(§7.) SUBTITLE IV § 1936.	Establishment of community assurance program. 
316	21.22 - 21.22	(§7.) SUBTITLE IV § 1937.	Administration. 
317	21.23 - 21.23	(§7.) SUBTITLE IV § 1938.	Allocation of funds. 
318	21.24 - 21.24	(§7.) SUBTITLE IV § 1939.	Selection process. 
319	21.25 - 21.25	(§7.) SUBTITLE IV § 1939-a.	Designation of significant impact. 
320	21.26 - 21.26	(§7.) SUBTITLE IV § 1939-b.	Public engagement and social dialogue. 
321	21.27 - 21.27	(§7.) SUBTITLE IV § 1939-c.	Reporting. 
322	21.28 - 21.29	(§7.) SUBTITLE IV § 1910.	Definitions. For the purposes of this subtitle, the following terms shall have the following meanings: 
323	21.30 - 21.31	(§7.) SUBTITLE IV § 1910.1.	"""Advisory council"" means the advisory council established under section nineteen hundred thirty-two of this title. "
324	21.32 - 21.32	(§7.) SUBTITLE IV § 1910.2.	"""Authority"" means the climate and community investment authority. "
325	21.33 - 21.35	(§7.) SUBTITLE IV § 1910.3.	"""Community ownership"" means projects, businesses and legal models in regard to renewable energy assets and services that allow for one or more of the following: "
326	21.36 - 21.38	(§7.) SUBTITLE IV § 1910.3.(a)	the flow of benefits from energy generation and conservation goes directly to communities and utility customers while minimizing the extraction of benefits and profit by third-parties; 
327	21.39 - 21.42	(§7.) SUBTITLE IV § 1910.3.(b)	access to energy infrastructure ownership, including energy efficiency measures and savings, by renters, non-profit organizations, and individuals with a broader spectrum of income and credit profiles than traditional financing allows for; 
328	21.43 - 21.44	(§7.) SUBTITLE IV § 1910.3.(c)	creation of cooperative and cooperative-like structures for the development and ownership of energy infrastructure; and 
329	21.45 - 21.46	(§7.) SUBTITLE IV § 1910.3.(d)	ownership by individuals or organizations that are located where a project is sited. 
330	21.47 - 21.51	(§7.) SUBTITLE IV § 1910.4.	"""Constituency-based organization"" means an organization incorporated for the purpose of providing services or other assistance to economically or socially disadvantaged persons within a specified community, and which is supported by, or whose actions are directed by, members of the community in which it operates. "
331	21.52 - 21.54	(§7.) SUBTITLE IV § 1910.5.	"""Director"" means the director of an office appointed under paragraph (b) of subdivision seven of section twenty-seven hundred ninetynine-uuuu of this article. "
332	22.1 - 22.4	(§7.) SUBTITLE IV § 1910.6.	"""Disadvantaged communities"" means communities that bear burdens of negative public health effects, environmental pollution, and impacts of climate change, and possess certain socioeconomic criteria, as identified pursuant to section 75-0111 of the environmental conservation law. "
333	22.5 - 22.6	(§7.) SUBTITLE IV § 1910.7.	"""Downstate region"" means the counties of Richmond, Kings, Queens, New York, Bronx, Westchester, Nassau and Suffolk. "
334	22.7 - 22.9	(§7.) SUBTITLE IV § 1910.8.	"""Emissions leakage"" means an increase in emissions outside of the state, as a result of, or in correlation with, the implementation of measures within the state to limit such emissions. "
335	22.10 - 22.11	(§7.) SUBTITLE IV § 1910.9.	"""Greenhouse gas"" shall have the same meaning as in subdivision eight of section 19-1301 of the environmental conservation law. "
336	22.12 - 22.13	(§7.) SUBTITLE IV § 1910.10.	"""Office"" means the office of climate and community investment established under this title. "
337	22.14 - 22.15	(§7.) SUBTITLE IV § 1910.11.	"""Municipality"" shall have the same meaning as in subdivision six of section four hundred eighty-one of the executive law. "
338	22.16 - 22.18	(§7.) SUBTITLE IV § 1910.12.	"""Regulated air contaminant"" shall have the same meaning as in subdivision twenty-two of section 19-0107 of the environmental conservation law. "
339	22.19 - 22.19	(§7.) SUBTITLE IV § 1910.13.	"""President"" means the president of the authority. "
340	22.20 - 22.27	(§7.) SUBTITLE IV § 1910.14.	"""Tribal nation"" means those tribes, nations or other organized groups of persons having origins in any of the original peoples of North America recognized in the state or considered by the federal secretary of the interior to be a tribal nation, including the following New York state tribal nations: Cayuga Nation, Oneida Nation of New York, Onondaga Nation, Poospatuck or Unkechauge Nation, Saint Regis Mohawk Tribe, Seneca Nation of Indians, Shinnecock Indian Nation, Tonawanda Band of Seneca and Tuscarora Nation. "
341	22.28 - 22.29	(§7.) SUBTITLE IV § 1910.15.	"""Upstate region"" means all New York counties other than Nassau, Suffolk, Richmond, Kings, Queens, New York, Bronx and Westchester. "
342	22.30 - 22.31	(§7.) SUBTITLE IV § 1910.16.	"""Working group"" means the climate justice working group created pursuant to section 75-0111 of the environmental conservation law. "
343	22.32 - 22.35	(§7.) SUBTITLE IV § 1911.	Coordination of programs. The authority shall undertake actions to ensure maximum coordination between each of the programs created under section three thousand forty-six of the tax law, including: 
344	22.36 - 22.36	(§7.) SUBTITLE IV § 1911.1.	conducting each program such that all three programs together: 
345	22.37 - 22.37	(§7.) SUBTITLE IV § 1911.1.(a)	maximize the total economic and social benefits to New York; 
346	22.38 - 22.38	(§7.) SUBTITLE IV § 1911.1.(b)	maximize administrative efficiency; 
347	22.39 - 22.40	(§7.) SUBTITLE IV § 1911.1.(c)	achieve the most cost-effective and the greatest amount of reductions in greenhouse gas emissions and regulated air contaminants; 
348	22.41 - 22.41	(§7.) SUBTITLE IV § 1911.1.(d)	achieve an equitable distribution of funds; 
349	22.42 - 22.42	(§7.) SUBTITLE IV § 1911.1.(e)	maximize benefits to disadvantaged communities; 
350	22.43 - 22.43	(§7.) SUBTITLE IV § 1911.1.(f)	encourage early action to reduce emissions; 
351	22.44 - 22.44	(§7.) SUBTITLE IV § 1911.1.(g)	minimize emissions leakage; 
352	22.45 - 22.48	(§7.) SUBTITLE IV § 1911.1.(h)	promote equitable access to program participation across programs, including interoperability with existing programs and the use of universal eligibility applications for low-income applicants who may be eligible for multiple services; and 
353	22.49 - 22.51	(§7.) SUBTITLE IV § 1911.1.(i)	identify and utilize best industry standard practices to overcome barriers to implementation, such as split incentives for energy efficiency. 
354	22.52 - 22.55	(§7.) SUBTITLE IV § 1911.2.	Not less than two times annually, the authority shall convene a meeting that includes the president, the working group, and the advisory council, to discuss options for improving the coordination of the three programs. 
355	23.1 - 23.3	(§7.) SUBTITLE IV § 1911.3.	In consulting with the working group and the advisory council pursuant to this section, the authority shall adhere to the following procedures: 
356	23.4 - 23.6	(§7.) SUBTITLE IV § 1911.3.(a)	The authority shall provide, to all working group and advisory council members, notice of meetings not less than thirty days before the date of the meeting; and 
357	23.7 - 23.10	(§7.) SUBTITLE IV § 1911.3.(b)	The authority shall provide, to all working group and advisory council members, electronic copies or hard copies of any written or other informational materials to be discussed at a given meeting not less than thirty days prior to the date of that meeting. 
358	23.11 - 23.17	(§7.) SUBTITLE IV § 1912.1.	Transparency and accountability. 1. No later than two years following the effective date of this title, and every two years thereafter, the president, in partnership with the working group, shall produce a report on the implementation of the programs established under this title and the extent to which program implementation is meeting stated program goals and priorities. Such report shall include but not be limited to: 
359	23.18 - 23.18	(§7.) SUBTITLE IV § 1912.1.(a)	For the program under subtitle two of this title: 
360	23.19 - 23.20	(§7.) SUBTITLE IV § 1912.1.(a)(i)	the extent to which needs identified in the needs assessment are being met; 
361	23.21 - 23.22	(§7.) SUBTITLE IV § 1912.1.(a)(ii)	the effectiveness of projects funded under the program in reducing emissions of greenhouse gas and regulated air contaminants; 
362	23.23 - 23.24	(§7.) SUBTITLE IV § 1912.1.(a)(iii)	the effectiveness of projects funded under the program in reducing the energy burdens of households in disadvantaged communities; 
363	23.25 - 23.25	(§7.) SUBTITLE IV § 1912.1.(a)(iv)	the geographic distribution of grants made under the program; 
364	23.26 - 23.27	(§7.) SUBTITLE IV § 1912.1.(a)(v)	barriers reported by eligible applicants in developing competitive proposals and receiving funding; 
365	23.28 - 23.29	(§7.) SUBTITLE IV § 1912.1.(a)(vi)	the jobs created as a result of funds distributed under the program by type, duration, and pay scale; and 
