Item	Page_Lines	Para	Text
38	14.4 - 14.16	§ 4.6.(I)	The tax table benefit is the difference between (i) the amount of taxable income set forth in the tax table in paragraph one of subsection (a)of this section not subject to the 11 percent rate of tax for the taxable year multiplied by such rate and (ii) the dollar denominated tax for such amount of taxable income set forth in the tax table applicable to the taxable year in paragraph one of subsection (a) of this section less the sum of the tax table benefit in subparagraphs (A) through (H) of this paragraph. The fraction for this subparagraph is computed as follows: the numerator is the lesser of fifty thousand dollars or the excess of New York adjusted gross income for the taxable year over one million one hundred thousand dollars and the denominator is fifty thousand dollars. Provided, however, this subparagraph shall not apply to taxpayers who are not subject to the 11 percent tax rate. 
40	14.17 - 14.29	§ 4.6.(J)	The tax table benefit is the difference between (i) the amount of taxable income set forth in the tax table in paragraph one of subsection (a)of this section not subject to the 12 percent rate of tax for the taxable year multiplied by such rate and (ii) the dollar denominated tax for such amount of taxable income set forth in the tax table applicable to the taxable year in paragraph one of subsection (a) of this section less the sum of the tax table benefit in subparagraphs (A) through (I) of this paragraph. The fraction for this subparagraph is computed as follows: the numerator is the lesser of fifty thousand dollars or the excess of New York adjusted gross income for the taxable year over one million two hundred thousand dollars and the denominator is fifty thousand dollars. Provided, however, this subparagraph shall not apply to taxpayers who are not subject to the 12 percent tax rate. 
42	14.30 - 14.42	§ 4.6.(K)	The tax table benefit is the difference between (i) the amount of taxable income set forth in the tax table in paragraph one of subsection (a)of this section not subject to the 13 percent rate of tax for the taxable year multiplied by such rate and (ii) the dollar denominated tax for such amount of taxable income set forth in the tax table applicable to the taxable year in paragraph one of subsection (a) of this section less the sum of the tax table benefit in subparagraphs (A) through (J) of this paragraph. The fraction for this subparagraph is computed as follows: the numerator is the lesser of fifty thousand dollars or the excess of New York adjusted gross income for the taxable year over five million five hundred thousand dollars and the denominator is fifty thousand dollars. Provided, however, this subparagraph shall not apply to taxpayers who are not subject to the 13 percent tax rate. 
44	14.43 - 14.55	§ 4.6.(L)	The tax table benefit is the difference between (i) the amount of taxable income set forth in the tax table in paragraph one of subsection (a)of this section not subject to the 14 percent rate of tax for the taxable year multiplied by such rate and (ii) the dollar denominated tax for such amount of taxable income set forth in the tax table applicable to the taxable year in paragraph one of subsection (a) of this section less the sum of the tax table benefit in subparagraphs (A) through (K) of this paragraph. The fraction for this subparagraph is computed as follows: the numerator is the lesser of fifty thousand dollars or the excess of New York adjusted gross income for the taxable year over eleven million dollars and the denominator is fifty thousand dollars. Provided, however, this subparagraph shall not apply to taxpayers who are not subject to the 14 percent tax rate. 
46	15.1 - 15.13	§ 4.6.(M)	The tax table benefit is the difference between (i) the amount of taxable income set forth in the tax table in paragraph one of subsection (a)of this section not subject to the 15 percent rate of tax for the taxable year multiplied by such rate and (ii) the dollar denominated tax for such amount of taxable income set forth in the tax table applicable to the taxable year in paragraph one of subsection (a) of this section less the sum of the tax table benefit in subparagraphs (A) through (L) of this paragraph. The fraction for this subparagraph is computed as follows: the numerator is the lesser of fifty thousand dollars or the excess of New York adjusted gross income for the taxable year over one hundred ten million dollars and the denominator is fifty thousand dollars. Provided, however, this subparagraph shall not apply to taxpayers who are not subject to the 15 percent tax rate. 
48	15.14 - 15.17	§ 4.6.(N)	Provided, however, the total tax prior to the application of any tax credits shall not exceed the highest rate of tax set forth in the tax tables in subsection (a) of this section multiplied by the taxpayer's taxable income. 
49	15.18 - 15.22	§ 5.	Subparagraphs (A), (B), (C) and (D) of paragraph 2 of subsection (d-1) of section 601 of the tax law, as added by section 7 of part A of chapter 56 of the laws of 2011, subparagraph (C) as amended by section 5 of part P of chapter 59 of the laws of 2019, are amended to read as follows: 
50	15.23 - 15.33	§ 5.(A)	The tax table benefit is the difference between (i) the amount of taxable income set forth in the tax table in paragraph one of subsection (b)of this section not subject to the [6.65] 6.33 percent rate of tax for the taxable year multiplied by such rate and (ii) the dollar denominated tax for such amount of taxable income set forth in the tax table applicable to the taxable year in paragraph one of subsection (b) of this section.   The fraction for this subparagraph is computed as follows: the numerator is the lesser of fifty thousand dollars or the excess of New York adjusted gross income for the taxable year over one hundred seven thousand six hundred fifty dollars and the denominator is fifty thousand dollars. 
52	15.34 - 15.46	§ 5.(B)	The tax table benefit is the difference between (i) the amount of taxable income set forth in the tax table in paragraph one of subsection (b)of this section not subject to the 6.85 percent rate of tax for the taxable year multiplied by such rate and (ii) the dollar denominated tax for such amount of taxable income set forth in the tax table applicable to the taxable year in paragraph one of subsection (b) of this section less the tax table benefit in subparagraph (A) of this paragraph. The fraction for this subparagraph is computed as follows: the numerator is the lesser of fifty thousand dollars or the excess of New York adjusted gross income for the taxable year over two hundred [fifty] sixty-nine thousand three hundred dollars and the denominator is fifty thousand dollars. Provided, however, this subparagraph shall not apply to taxpayers who are not subject to the 6.85 percent tax rate. 
54	15.47 - 16.6	§ 5.(C)	The tax table benefit is the difference between (i) the amount of taxable income set forth in the tax table in paragraph one of subsection (b)of this section not subject to the [8.82] 7.5 percent rate of tax for the taxable year multiplied by such rate and (ii) the dollar denominated tax for such amount of taxable income set forth in the tax table applicable to the taxable year in paragraph one of subsection (b) of this section less the sum of the tax table benefits in subparagraphs (A) and (B) of this paragraph. The fraction for this subparagraph is computed as follows: the numerator is the lesser of fifty thousand dollars or the excess of New York adjusted gross income for the taxable year over [one million five] four hundred fifty thousand dollars and the denominator is fifty thousand dollars. [This subparagraph shall apply only to taxable years beginning on or after January first, two thousand twelve and before January first, two thousand twenty-five] Provided, however, this subparagraph shall not apply to taxpayers who are not subject to the 7.5 percent tax rate. 
56	16.7 - 16.19	§ 5.(D)	The tax table benefit is the difference between (i) the amount of taxable income set forth in the tax table in paragraph one of subsection (b)of this section not subject to the 8 percent rate of tax for the taxable year multiplied by such rate and (ii) the dollar denominated tax for such amount of taxable income set forth in the tax table applicable to the taxable year in paragraph one of subsection (b) of this section less the sum of the tax table benefit in subparagraphs (A), (B) and (C) of this paragraph. The fraction for this subparagraph is computed as follows: the numerator is the lesser of fifty thousand dollars or the excess of New York adjusted gross income for the taxable year over six hundred thousand dollars and the denominator is fifty thousand dollars. Provided, however, this subparagraph shall not apply to taxpayers who are not subject to the 8 percent tax rate. 
58	16.20 - 16.32	§ 5.(E)	The tax table benefit is the difference between (i) the amount of taxable income set forth in the tax table in paragraph one of subsection (b)of this section not subject to the 8.5 percent rate of tax for the taxable year multiplied by such rate and (ii) the dollar denominated tax for such amount of taxable income set forth in the tax table applicable to the taxable year in paragraph one of subsection (b) of this section less the sum of the tax table benefit in subparagraphs (A) through (D) of this paragraph. The fraction for this subparagraph is computed as follows: the numerator is the lesser of fifty thousand dollars or the excess of New York adjusted gross income for the taxable year over seven hundred thousand dollars and the denominator is fifty thousand dollars. Provided, however, this subparagraph shall not apply to taxpayers who are not subject to the 8.5 percent tax rate. 
60	16.33 - 16.45	§ 5.(F)	The tax table benefit is the difference between (i) the amount of taxable income set forth in the tax table in paragraph one of subsection (b)of this section not subject to the 9 percent rate of tax for the taxable year multiplied by such rate and (ii) the dollar denominated tax for such amount of taxable income set forth in the tax table applicable to the taxable year in paragraph one of subsection (b) of this section less the sum of the tax table benefit in subparagraphs (A) through (E) of this paragraph. The fraction for this subparagraph is computed as follows: the numerator is the lesser of fifty thousand dollars or the excess of New York adjusted gross income for the taxable year over eight hundred thousand dollars and the denominator is fifty thousand dollars. Provided, however, this subparagraph shall not apply to taxpayers who are not subject to the 9 percent tax rate. 
62	16.46 - 17.2	§ 5.(G)	The tax table benefit is the difference between (i) the amount of taxable income set forth in the tax table in paragraph one of subsection (b)of this section not subject to the 9.5 percent rate of tax for the taxable year multiplied by such rate and (ii) the dollar denominated tax for such amount of taxable income set forth in the tax table applicable to the taxable year in paragraph one of subsection (b) of this section less the sum of the tax table benefit in subparagraphs (A) through (F) of this paragraph. The fraction for this subparagraph is computed as follows: the numerator is the lesser of fifty thousand dollars or the excess of New York adjusted gross income for the taxable year over nine hundred thousand dollars and the denominator is fifty thousand dollars. Provided, however, this subparagraph shall not apply to taxpayers who are not subject to the 9.5 percent tax rate. 
64	17.3 - 17.15	§ 5.(H)	The tax table benefit is the difference between (i) the amount of taxable income set forth in the tax table in paragraph one of subsection (b)of this section not subject to the 10 percent rate of tax for the taxable year multiplied by such rate and (ii) the dollar denominated tax for such amount of taxable income set forth in the tax table applicable to the taxable year in paragraph one of subsection (b) of this section less the sum of the tax table benefit in subparagraphs (A) through (G) of this paragraph. The fraction for this subparagraph is computed as follows: the numerator is the lesser of fifty thousand dollars or the excess of New York adjusted gross income for the taxable year over one million dollars and the denominator is fifty thousand dollars. Provided, however, this subparagraph shall not apply to taxpayers who are not subject to the 10 percent tax rate. 
66	17.16 - 17.28	§ 5.(I)	The tax table benefit is the difference between (i) the amount of taxable income set forth in the tax table in paragraph one of subsection (b)of this section not subject to the 11 percent rate of tax for the taxable year multiplied by such rate and (ii) the dollar denominated tax for such amount of taxable income set forth in the tax table applicable to the taxable year in paragraph one of subsection (b) of this section less the sum of the tax table benefit in subparagraphs (A) through (H) of this paragraph. The fraction for this subparagraph is computed as follows: the numerator is the lesser of fifty thousand dollars or the excess of New York adjusted gross income for the taxable year over one million one hundred thousand dollars and the denominator is fifty thousand dollars. Provided, however, this subparagraph shall not apply to taxpayers who are not subject to the 11 percent tax rate. 
68	17.29 - 17.41	§ 5.(J)	The tax table benefit is the difference between (i) the amount of taxable income set forth in the tax table in paragraph one of subsection (b)of this section not subject to the 12 percent rate of tax for the taxable year multiplied by such rate and (ii) the dollar denominated tax for such amount of taxable income set forth in the tax table applicable to the taxable year in paragraph one of subsection (b) of this section less the sum of the tax table benefit in subparagraphs (A) through (I) of this paragraph. The fraction for this subparagraph is computed as follows: the numerator is the lesser of fifty thousand dollars or the excess of New York adjusted gross income for the taxable year over one million two hundred thousand dollars and the denominator is fifty thousand dollars. Provided, however, this subparagraph shall not apply to taxpayers who are not subject to the 12 percent tax rate. 
70	17.42 - 17.54	§ 5.(K)	The tax table benefit is the difference between (i) the amount of taxable income set forth in the tax table in paragraph one of subsection (b)of this section not subject to the 13 percent rate of tax for the taxable year multiplied by such rate and (ii) the dollar denominated tax for such amount of taxable income set forth in the tax table applicable to the taxable year in paragraph one of subsection (b) of this section less the sum of the tax table benefit in subparagraphs (A) through (J) of this paragraph. The fraction for this subparagraph is computed as follows: the numerator is the lesser of fifty thousand dollars or the excess of New York adjusted gross income for the taxable year over five million five hundred thousand dollars and the denominator is fifty thousand dollars. Provided, however, this subparagraph shall not apply to taxpayers who are not subject to the 13 percent tax rate. 
72	17.55 - 18.11	§ 5.(L)	The tax table benefit is the difference between (i) the amount of taxable income set forth in the tax table in paragraph one of subsection (b)of this section not subject to the 14 percent rate of tax for the taxable year multiplied by such rate and (ii) the dollar denominated tax for such amount of taxable income set forth in the tax table applicable to the taxable year in paragraph one of subsection (b) of this section less the sum of the tax table benefit in subparagraphs (A) through (K) of this paragraph. The fraction for this subparagraph is computed as follows: the numerator is the lesser of fifty thousand dollars or the excess of New York adjusted gross income for the taxable year over eleven million dollars and the denominator is fifty thousand dollars. Provided, however, this subparagraph shall not apply to taxpayers who are not subject to the 14 percent tax rate. 
74	18.12 - 18.24	§ 5.(M)	The tax table benefit is the difference between (i) the amount of taxable income set forth in the tax table in paragraph one of subsection (b)of this section not subject to the 15 percent rate of tax for the taxable year multiplied by such rate and (ii) the dollar denominated tax for such amount of taxable income set forth in the tax table applicable to the taxable year in paragraph one of subsection (b) of this section less the sum of the tax table benefit in subparagraphs (A) through (L) of this paragraph. The fraction for this subparagraph is computed as follows: the numerator is the lesser of fifty thousand dollars or the excess of New York adjusted gross income for the taxable year over one hundred ten million dollars and the denominator is fifty thousand dollars. Provided, however, this subparagraph shall not apply to taxpayers who are not subject to the 15 percent tax rate. 
76	18.25 - 18.28	§ 5.(N)	Provided, however, the total tax prior to the application of any tax credits shall not exceed the highest rate of tax set forth in the tax tables in subsection (b) of this section multiplied by the taxpayer's taxable income. 
77	18.29 - 18.33	§ 6.	Subparagraphs (A), (B), (C) and (D) of paragraph 3 of subsection (d-1) of section 601 of the tax law, as added by section 7 of part A of chapter 56 of the laws of 2011, subparagraph (C) as amended by section 6 of part P of chapter 59 of the laws of 2019, are amended to read as follows: 
78	18.34 - 18.43	§ 6.(A)	The tax table benefit is the difference between (i) the amount of taxable income set forth in the tax table in paragraph one of subsection (c)of this section not subject to the [6.65] 6.33 percent rate of tax for the taxable year multiplied by such rate and (ii) the dollar denominated tax for such amount of taxable income set forth in the tax table applicable to the taxable year in paragraph one of subsection (c) of this section. The fraction is computed as follows: the numerator is the lesser of fifty thousand dollars or the excess of New York adjusted gross income for the taxable year over one hundred thousand dollars and the denominator is fifty thousand dollars. 
80	18.44 - 18.56	§ 6.(B)	The tax table benefit is the difference between (i) the amount of taxable income set forth in the tax table in paragraph one of subsection (c)of this section not subject to the 6.85 percent rate of tax for the taxable year multiplied by such rate and (ii) the dollar denominated tax for such amount of taxable income set forth in the tax table applicable to the taxable year in paragraph one of subsection (c) of this section less the tax table benefit in subparagraph (A) of this paragraph. The fraction for this subparagraph is computed as follows: the numerator is the lesser of fifty thousand dollars or the excess of New York adjusted gross income for the taxable year over two hundred fifteen thousand four hundred dollars and the denominator is fifty thousand dollars. Provided, however, this subparagraph shall not apply to taxpayers who are not subject to the 6.85 percent tax rate. 
82	19.1 - 19.16	§ 6.(C)	The tax table benefit is the difference between (i) the amount of taxable income set forth in the tax table in paragraph one of subsection (c)of this section not subject to the [8.82] 7.5 percent rate of tax for the taxable year multiplied by such rate and (ii) the dollar denominated tax for such amount of taxable income set forth in the tax table applicable to the taxable year in paragraph one of subsection (c) of this section less the sum of the tax table benefits in subparagraphs (A) and (B) of this paragraph. The fraction for this subparagraph is computed as follows: the numerator is the lesser of fifty thousand dollars or the excess of New York adjusted gross income for the taxable year over [one million] three hundred thousand dollars and the denominator is fifty thousand dollars. [This subparagraph shall apply only to taxable years beginning on or after January first, two thousand twelve and before January first, two thousand twenty-five] Provided, however, this subparagraph shall not apply to taxpayers who are not subject to the 7.5 percent tax rate. 
84	19.17 - 19.29	§ 6.(D)	The tax table benefit is the difference between (i) the amount of taxable income set forth in the tax table in paragraph one of subsection (c)of this section not subject to the 8 percent rate of tax for the taxable year multiplied by such rate and (ii) the dollar denominated tax for such amount of taxable income set forth in the tax table applicable to the taxable year in paragraph one of subsection (c) of this section less the sum of the tax table benefit in subparagraphs (A), (B) and (C) of this paragraph. The fraction for this subparagraph is computed as follows: the numerator is the lesser of fifty thousand dollars or the excess of New York adjusted gross income for the taxable year over four hundred thousand dollars and the denominator is fifty thousand dollars. Provided, however, this subparagraph shall not apply to taxpayers who are not subject to the 8 percent tax rate. 
86	19.30 - 19.42	§ 6.(E)	The tax table benefit is the difference between (i) the amount of taxable income set forth in the tax table in paragraph one of subsection (c)of this section not subject to the 8.5 percent rate of tax for the taxable year multiplied by such rate and (ii) the dollar denominated tax for such amount of taxable income set forth in the tax table applicable to the taxable year in paragraph one of subsection (c) of this section less the sum of the tax table benefit in subparagraphs (A) through (D) of this paragraph. The fraction for this subparagraph is computed as follows: the numerator is the lesser of fifty thousand dollars or the excess of New York adjusted gross income for the taxable year over five hundred thousand dollars and the denominator is fifty thousand dollars. Provided, however, this subparagraph shall not apply to taxpayers who are not subject to the 8.5 percent tax rate. 
88	19.43 - 19.55	§ 6.(F)	The tax table benefit is the difference between (i) the amount of taxable income set forth in the tax table in paragraph one of subsection (c)of this section not subject to the 9 percent rate of tax for the taxable year multiplied by such rate and (ii) the dollar denominated tax for such amount of taxable income set forth in the tax table applicable to the taxable year in paragraph one of subsection (c) of this section less the sum of the tax table benefit in subparagraphs (A) through (E) of this paragraph. The fraction for this subparagraph is computed as follows: the numerator is the lesser of fifty thousand dollars or the excess of New York adjusted gross income for the taxable year over six hundred thousand dollars and the denominator is fifty thousand dollars. Provided, however, this subparagraph shall not apply to taxpayers who are not subject to the 9 percent tax rate. 
90	20.1 - 20.13	§ 6.(G)	The tax table benefit is the difference between (i) the amount of taxable income set forth in the tax table in paragraph one of subsection (c)of this section not subject to the 9.5 percent rate of tax for the taxable year multiplied by such rate and (ii) the dollar denominated tax for such amount of taxable income set forth in the tax table applicable to the taxable year in paragraph one of subsection (c) of this section less the sum of the tax table benefit in subparagraphs (A) through (F) of this paragraph. The fraction for this subparagraph is computed as follows: the numerator is the lesser of fifty thousand dollars or the excess of New York adjusted gross income for the taxable year over seven hundred thousand dollars and the denominator is fifty thousand dollars. Provided, however, this subparagraph shall not apply to taxpayers who are not subject to the 9.5 percent tax rate. 
92	20.14 - 20.26	§ 6.(H)	The tax table benefit is the difference between (i) the amount of taxable income set forth in the tax table in paragraph one of subsection (c)of this section not subject to the 10 percent rate of tax for the taxable year multiplied by such rate and (ii) the dollar denominated tax for such amount of taxable income set forth in the tax table applicable to the taxable year in paragraph one of subsection (c) of this section less the sum of the tax table benefit in subparagraphs (A) through (G) of this paragraph. The fraction for this subparagraph is computed as follows: the numerator is the lesser of fifty thousand dollars or the excess of New York adjusted gross income for the taxable year over eight hundred thousand dollars and the denominator is fifty thousand dollars. Provided, however, this subparagraph shall not apply to taxpayers who are not subject to the 10 percent tax rate. 
94	20.27 - 20.39	§ 6.(I)	The tax table benefit is the difference between (i) the amount of taxable income set forth in the tax table in paragraph one of subsection (c)of this section not subject to the 11 percent rate of tax for the taxable year multiplied by such rate and (ii) the dollar denominated tax for such amount of taxable income set forth in the tax table applicable to the taxable year in paragraph one of subsection (c) of this section less the sum of the tax table benefit in subparagraphs (A) through (H) of this paragraph. The fraction for this subparagraph is computed as follows: the numerator is the lesser of fifty thousand dollars or the excess of New York adjusted gross income for the taxable year over nine hundred thousand dollars and the denominator is fifty thousand dollars. Provided, however, this subparagraph shall not apply to taxpayers who are not subject to the 11 percent tax rate. 
96	20.40 - 20.52	§ 6.(J)	The tax table benefit is the difference between (i) the amount of taxable income set forth in the tax table in paragraph one of subsection (c)of this section not subject to the 12 percent rate of tax for the taxable year multiplied by such rate and (ii) the dollar denominated tax for such amount of taxable income set forth in the tax table applicable to the taxable year in paragraph one of subsection (c) of this section less the sum of the tax table benefit in subparagraphs (A) through (I) of this paragraph. The fraction for this subparagraph is computed as follows: the numerator is the lesser of fifty thousand dollars or the excess of New York adjusted gross income for the taxable year over one million dollars and the denominator is fifty thousand dollars. Provided, however, this subparagraph shall not apply to taxpayers who are not subject to the 12 percent tax rate. 
98	20.53 - 21.9	§ 6.(K)	The tax table benefit is the difference between (i) the amount of taxable income set forth in the tax table in paragraph one of subsection (c)of this section not subject to the 13 percent rate of tax for the taxable year multiplied by such rate and (ii) the dollar denominated tax for such amount of taxable income set forth in the tax table applicable to the taxable year in paragraph one of subsection (c) of this section less the sum of the tax table benefit in subparagraphs (A) through (J) of this paragraph. The fraction for this subparagraph is computed as follows: the numerator is the lesser of fifty thousand dollars or the excess of New York adjusted gross income for the taxable year over five million dollars and the denominator is fifty thousand dollars. Provided, however, this subparagraph shall not apply to taxpayers who are not subject to the 13 percent tax rate. 
100	21.10 - 21.22	§ 6.(L)	The tax table benefit is the difference between (i) the amount of taxable income set forth in the tax table in paragraph one of subsection (c)of this section not subject to the 14 percent rate of tax for the taxable year multiplied by such rate and (ii) the dollar denominated tax for such amount of taxable income set forth in the tax table applicable to the taxable year in paragraph one of subsection (c) of this section less the sum of the tax table benefit in subparagraphs (A) through (K) of this paragraph. The fraction for this subparagraph is computed as follows: the numerator is the lesser of fifty thousand dollars or the excess of New York adjusted gross income for the taxable year over ten million dollars and the denominator is fifty thousand dollars. Provided, however, this subparagraph shall not apply to taxpayers who are not subject to the 14 percent tax rate. 
102	21.23 - 21.35	§ 6.(M)	The tax table benefit is the difference between (i) the amount of taxable income set forth in the tax table in paragraph one of subsection (c)of this section not subject to the 15 percent rate of tax for the taxable year multiplied by such rate and (ii) the dollar denominated tax for such amount of taxable income set forth in the tax table applicable to the taxable year in paragraph one of subsection (c) of this section less the sum of the tax table benefit in subparagraphs (A) through (L) of this paragraph. The fraction for this subparagraph is computed as follows: the numerator is the lesser of fifty thousand dollars or the excess of New York adjusted gross income for the taxable year over one hundred million dollars and the denominator is fifty thousand dollars. Provided, however, this subparagraph shall not apply to taxpayers who are not subject to the 15 percent tax rate. 
104	21.36 - 21.39	§ 6.(N)	Provided, however, the total tax prior to the application of any tax credits shall not exceed the highest rate of tax set forth in the tax tables in subsection (c) of this section multiplied by the taxpayer's taxable income. 
105	21.40 - 21.40	§ 7.	This act shall take effect immediately. 
